userName,date,goodsNo,userSexMen,userSexWomen,userHeight,userWeight,goodsSize,reviewContent,reviewImg,reviewStyle,size,bright,color,thickness,weightness,touch,helpNo,styleLikeNo
포엘하트,2021.08.30,2055933,0,1, 150cm, 42kg,FREE,['기대한 것보다 색상이 밝긴 한데 덕분에 안색이 밝아 보여요. 캐주얼하고 사이즈 넉넉해서 자주 입을 것 같아요! 가슴에 스몰케이크 귀염뽀짝!'],https://image.msscdn.net/data/estimate/2055933_0/gallery_612ccc3586e7e.jpg.view,0,2,2,2,0,0,0,0,0
ssoeuns,2022.01.10,2177141,0,1, 158cm, 42kg,PINK/S,['어깨 포인트가 확실히 예뻐요. 상품 사진으로는 잘 안 보이는데 소재가 은은하게 반짝거리네요!'],,0,2,3,2,0,0,0,0,0
준이담이,2021.09.03,1981483,0,1, 170cm, 55kg,S,"['편안하게 입기 좋은 디자인과 소재입니다', <br/>, '핏도 예쁘게 잡혀요']",,0,2,2,1,0,0,0,0,0
ghkdtn12,2021.08.03,1981483,0,1, 157cm, 45kg,S,['길이도 적당하고 여름에 시원하게 잘 입을 것 같아요!'],,0,2,2,2,0,0,0,0,0
nftory,2021.04.09,1600403,0,1, 159cm, 49kg,WHITE/S,['부드럽고 예뻐요. 근데 옷이 꽤 많이 비쳐서 원피스로 입으시려면 신경을 쓰셔야할것같습니다.'],https://image.msscdn.net/data/estimate/1600403_0/gallery_606fe32229f08.jpg.view,1,2,2,1,0,0,0,0,0
yokohamakuma,2021.02.28,1600403,0,1, 168cm, 57kg,WHITE/S,['생각보다 실키해요! 비침이 꽤 있어서 속바지 착용이 꼭 필요함니다 키가 큰편인데도 기장은 괜찮은 것 같아요 만족!'],https://image.msscdn.net/data/estimate/1600403_0/gallery_603b7a8a9f97d.jpg.view,1,2,1,1,0,0,0,0,0
욤챙,2020.10.02,1600403,0,1, 163cm, 52kg,WHITE/S,['전 이쁘다구 생각하는데 27살 오빠랑 저히엄마와 이모는 잠옷같다구 막구르네여 요즘은 취향존중 시대니 전 그냥 입구 댕길꺼에유 이쁘니깐.'],https://image.msscdn.net/data/estimate/1600403_0/gallery_5f771cb2ac251.jpg.view,1,2,2,2,0,0,0,0,0
만쟝이,2022.01.29,1600403,0,1, 160cm, 48kg,WHITE/S,['예쁜데 스몰도 죰 커요 그리고 안에 다 비쳐서 이너슬립 필수!!'],,0,1,1,2,0,0,0,0,0
효효다냐,2021.11.08,1600403,0,1, 163cm, 50kg,WHITE/S,"['귀찮은게 앞서서 그냥 입었지만, 도착했을때 부터 저런게 묻어있고 실밥처리도 잘 안되어 있었습니다', <br/>, '가격에 비해서 많이 실망스럽습니다.']",,0,2,2,2,0,0,0,0,0
권메,2021.10.19,1600403,0,1, 163cm, 55kg,WHITE/S,['어깨 사이즈 하고 가슴부분이 좀 작아요 근데 디자인은 이뻐서 어떻게든 입어보려고 노력 중이에요'],,0,2,2,2,0,0,0,0,0
nftory,2021.04.09,1600403,0,1, 159cm, 49kg,WHITE/S,['부드럽고 예뻐요. 근데 옷이 꽤 많이 비쳐서 원피스로 입으시려면 신경을 쓰셔야할것같습니다.'],,0,2,2,1,0,0,0,0,0
무움무,2021.03.04,1600403,0,1, 173cm, 47kg,WHITE/S,['키가 좀 있어서 짧을 거 같았는데 생각보다 많이 짧지 않았구 새틴이라 고급스럽고 예뻐욤'],,0,2,2,2,0,0,0,0,0
또르최고,2021.01.19,1600403,0,1, 170cm, 51kg,WHITE/S,['제 키에 길이는 완전 괜찮고여 다 좋은데 두개삐긋거리는 게 있다면 단추구멍이 깨끗하지 않은거랑 어좁이인 저한테도 어깨길이가 생각보다 좁아서 딱맞아요 상체가 좀 크신분들은 댄추를 더 풀거나 좀 낄 수 도있을 것 같습니다'],,0,2,2,2,0,0,0,0,0
나포르투갈간다,2020.12.10,1600403,0,1, 163cm, 45kg,WHITE/S,['옷감이 잘 비치는 거라서 안에 이너를 입으셔야 해요! 꼭! 그리고 굉장히 매끄럽고 부드러워요. 제 기준 허벅지 거의 덮고 무릎 위로 올라오는 기장입니다. 그리고 앞부분에 세로로 라인이 잡혀 있어서 허리 부분이 좀 낀다고 느끼실 수도 있어요. 팔 올릴 때나 등등 약간 거슬리는 정도..? 펑퍼짐 한 것보다는 라인이 잡혀 있어서 예쁜 거 같습니다'],,0,2,2,2,0,0,0,0,0
연두벌렝,2020.12.03,1600403,0,1, 155cm, 45kg,WHITE/S,['정말 고급스러운 느낌의 실크원단이에요  부담스러우면 어쩌나 걱정했는데  전혀아니에요'],,0,2,2,2,0,0,0,0,0
안농하세요77,2022.02.24,1600403,0,1, 158cm, 44kg,WHITE/S,"['긴 기장에 촤르르한 느낌이 예뻐요,,정전기가 좀 심하지만 괜찮습니다 ㅎㅎ']",https://image.msscdn.net/data/estimate/1600403_0/gallery_621748e271c33.jpg.view,0,1,2,2,0,0,0,0,0
효효다냐,2021.11.08,1600403,0,1, 163cm, 50kg,WHITE/S,"['귀찮은게 앞서서 그냥 입었지만, 도착했을때 부터 저런게 묻어있고 실밥처리도 잘 안되어 있었습니다', <br/>, '가격에 비해서 많이 실망스럽습니다.']",https://image.msscdn.net/data/estimate/1600403_0/gallery_6188ed4635d8a.jpg.view,0,2,2,2,0,0,0,0,0
uchi sz,2021.09.07,1600403,0,1, 160cm, 55kg,WHITE/S,['예전부터 사고 싶었는데 드디어 샀네요 기장은 적당하고 비침도 생각보다 덜해서 좋아요 다만 가슴 부분이 딱 맞고 단추를 채워도 벌어지네요  ㅜㅜ.. 옷은 정말 마음에 들어요 ㅎㅎ 아 그리고 옷 재질도 너무 고급져요'],https://image.msscdn.net/data/estimate/1600403_0/gallery_61370b6bc3e58.jpg.view,0,2,2,2,0,0,0,0,0
nftory,2021.04.09,1600403,0,1, 159cm, 49kg,WHITE/S,['부드럽고 예뻐요. 근데 옷이 꽤 많이 비쳐서 원피스로 입으시려면 신경을 쓰셔야할것같습니다.'],https://image.msscdn.net/data/estimate/1600403_0/gallery_606fe2d03cdcf.jpg.view,0,2,2,1,0,0,0,0,0
나포르투갈간다,2020.12.10,1600403,0,1, 163cm, 45kg,WHITE/S,['옷감이 잘 비치는 거라서 안에 이너를 입으셔야 해요! 꼭! 그리고 굉장히 매끄럽고 부드러워요. 제 기준 허벅지 거의 덮고 무릎 위로 올라오는 기장입니다. 그리고 앞부분에 세로로 라인이 잡혀 있어서 허리 부분이 좀 낀다고 느끼실 수도 있어요. 팔 올릴 때나 등등 약간 거슬리는 정도..? 펑퍼짐 한 것보다는 라인이 잡혀 있어서 예쁜 거 같습니다'],https://image.msscdn.net/data/estimate/1600403_0/gallery_5fd1a44fbfa47.jpg.view,0,2,2,2,0,0,0,0,0
연두벌렝,2020.12.03,1600403,0,1, 155cm, 45kg,WHITE/S,['고급스러운 새틴느낌이에요. 전혀 부담스럽지않고 예쁘네요'],https://image.msscdn.net/data/estimate/1600403_0/gallery_5fc8d3e097d27.jpg.view,0,2,2,2,0,0,0,0,0
티끌모아쇼핑하기,2021.11.12,1987860,0,1, 172cm, 64kg,FREE,['그냥 그랬어요 재질도 그냥 그렇고 근데 단추 채우는 거나 그런 건 불편했어요'],,0,2,2,2,0,0,0,0,0
줄리쌤,2021.11.07,1987860,0,1, 165cm, 50kg,FREE,['컬러감 스노우화이트라 쿨톤에게 취저취저!!! 하나만 입어도 멋스럽긴한데 어두운 가을 아우터 안에 이너로 입으니 멋짐 뿜뿜이네요 마른55에게 아주 여유있는 핏이고 종아리 중간 정도까지 오는 예쁜 기장이네요~~'],,0,2,2,1,0,0,0,0,0
때릴지도모른다,2021.08.31,1987860,0,1, 160cm, 47kg,FREE,['이거.. 모델키 172인거 감안하세요 키 많이 안크면 좀 많이 길게 보일수있어요'],,0,2,2,2,0,0,0,0,0
네ㅈㅣㄴ,2021.07.14,1987860,0,1, 169cm, 60kg,FREE,['딱 원하던 스타일의 원피스로 너무 달라붙지도 않고 편하게 입을 수있고 허리끈도 원하는만큼 조절할.수 있어서 좋아요~ 원단은 한여름에 입긴 좀 덥긴하지만 딱 한여름빼곤 봄가을 잘입을 것같아요~~'],,0,2,1,1,0,0,0,0,0
티끌모아쇼핑하기,2021.11.12,1987860,0,1, 172cm, 64kg,FREE,['그냥 그랬어요 재질도 그냥 그렇고 근데 단추 채우는 거나 그런 건 불편했어요'],https://image.msscdn.net/data/estimate/1987860_0/gallery_618d3c1ed19dc.jpg.view,0,2,2,2,0,0,0,0,0
줄리쌤,2021.08.18,1987860,0,1, 165cm, 50kg,FREE,['다른 사이트에서도 보다가 여기가 쿠폰 적용하니 제일 착한 가격이라 구매!!! 군더더기없이 깔끔해요 벨트끈이 멋스럽게 연출 가능할듯요 길이감은 모델핏이 아니라 좀 잘라야하나 고민되네요 간호사가운 같지 않을려면 코디도 신경써야 하겠지만 이뻐요!!!!'],https://image.msscdn.net/data/estimate/1987860_0/gallery_611ca47bb6411.jpg.view,0,2,2,1,0,0,0,0,0
뉴비_66e4e7c0416d,2021.12.20,1579993,0,1, 160cm, 48kg,none,['160 보다 작으신 분은 끌릴듯 한 길이예요. 옷은 넘 맘에 들어요.'],https://image.msscdn.net/data/estimate/1579993_0/gallery_61c01ea52b174.jpg.view,1,1,2,2,0,0,0,0,0
뉴비_66e4e7c0416d,2021.12.20,1579993,0,1, 160cm, 48kg,none,['세일 많이해서 득템했네요. 소재는 면이 아니라 정전기는 좀 있지만 구김은 없어요.'],,0,1,2,2,0,0,0,0,0
부르부르뿌,2021.10.07,1579993,0,1, 162cm, 45kg,none,['진짜 어어엄청 길어요 꼭 170넘는분들만 입기를..전 발목까지 오네요 긴것만 빼면 옷 마감처리도 좋고 예뻐요'],,0,1,2,2,0,0,0,0,0
뉴비_66e4e7c0416d,2021.12.20,1579993,0,1, 160cm, 48kg,none,['엄청 긴 셔츠 원피스인데 마블 프린팅이 감각적입니다. 치렁치렁 맘에 들어요 ㅎㅎ'],https://image.msscdn.net/data/estimate/1579993_0/gallery_61c01ed8eaa35.jpg.view,0,1,2,2,0,0,0,0,0
부르부르뿌,2021.10.07,1579993,0,1, 162cm, 45kg,none,['진짜 어어엄청 길어요 꼭 170넘는분들만 입기를..전 발목까지 오네요 긴것만 빼면 옷 마감처리도 좋고 예뻐요'],https://image.msscdn.net/data/estimate/1579993_0/gallery_615e7e9bd6329.jpg.view,0,1,2,2,0,0,0,0,0
poemgus,2021.08.26,1982361,0,1, 158cm, 45kg,S,"['다 마음에 드는데 밑 부분 통이 좀 더 작았으면 좋겠어요 ', <br/>, 'ㅠㅠ 살짝 애매하게 퍼져서 좀 뚱뚱해보여용 ㅠ', <br/>, '색이나 디테일은 최고입니당']",,0,2,2,2,0,0,0,0,0
오늘같은하루,2021.04.06,1325592,0,1, 162cm, 53kg,FREE,"['자켓이랑 이쁘게 입기 좋아요', <br/>, '재질도 찰랑찰랑 너무 풍성하지 않고 괜찮아요']",https://image.msscdn.net/data/estimate/1325592_0/gallery_606c3ea6b85c9.jpg.view,1,2,1,2,0,0,0,0,0
스타일쟁이쩡,2020.07.17,1325592,0,1, 172cm, 52kg,FREE,['키 160후반 이상이신분들이 입으시면 이쁠것 같아요 코디해논것처럼 입어봤어요'],https://image.msscdn.net/data/estimate/1325592_0/gallery_5f10d1c38acaa.jpg.view,1,2,2,2,0,0,0,0,0
뉴비_4242412e,2022.02.05,1325592,0,1, 170cm, 58kg,FREE,['생각보다 통이 좁아요 상체가 마른편인데도 답답하네요'],,0,3,2,2,0,0,0,0,0
오늘같은하루,2021.04.06,1325592,0,1, 162cm, 53kg,FREE,['색상 은은한 베이지라 어떤 자켓에 입어도 이쁠거 같아요'],,0,2,1,2,0,0,0,0,0
joomaki,2021.03.12,1325592,0,1, 165cm, 60kg,FREE,['디자인과 색감 모두 판매이미지와 같아 만족스러워요~!!'],,0,2,1,1,0,0,0,0,0
뉴비_4242412e,2022.02.27,1325592,0,1, 170cm, 58kg,FREE,['기대했던거보단 ㅜㅠ 직접 봤다면 구입하지 않았을것같아요 모델핏은 언제나 모델핏인걸로'],https://image.msscdn.net/data/estimate/1325592_0/gallery_621a0d09e6e86.jpg.view,0,3,2,2,0,0,0,0,0
오늘같은하루,2021.05.18,1325592,0,1, 162cm, 53kg,FREE,"['끈 제일 길게 하면 적당한 길이감으로 입기', <br/>, '좋아요']",https://image.msscdn.net/data/estimate/1325592_0/gallery_60a39428639e4.jpg.view,0,2,1,2,0,0,0,0,0
joomaki,2021.03.12,1325592,0,1, 165cm, 60kg,FREE,"['디자인, 소재, 색감 모두 만족스러워요~~', <br/>, '그리고 옆라인에 지퍼가 있어 착용감도 편하고 좋은거 같아요ㅎㅎ']",https://image.msscdn.net/data/estimate/1325592_0/gallery_604ae85ad98d5.jpg.view,0,2,1,1,0,0,0,0,0
먹쟈댱,2022.02.08,2045104,0,1, 168cm, 57kg,M,['그레이 네이비 둘다있는데 둘다 넘이뻐용 늘씬해 보이는 효과도있음!완전추천!!̤̻ !̤̻ 원단도 짱조아용'],https://image.msscdn.net/data/estimate/2045104_0/gallery_6202038d7d6dc.jpg.view,1,2,3,1,0,0,0,0,0
자나쿠,2022.01.17,2045104,0,1, 163cm, 47kg,M,['카라 특이해서 싸서 샀는데 좀작고 여기저기 활용할때가 많네요'],https://image.msscdn.net/data/estimate/2045104_0/gallery_61e4f7f3a0436.jpg.view,1,3,2,2,0,0,0,0,0
뉴비_784d0942c24f,2021.12.02,2045104,0,1, 169cm, 50kg,S,['S사서 짧을까봐 걱정했는데 별로 안짧아요. H라인이라도 옷 신축성이 좋아서 움직이는데 별로 불편하지 않아서 좋네요!'],https://image.msscdn.net/data/estimate/2045104_0/gallery_61a8687082c09.jpg.view,1,2,2,2,0,0,0,0,0
더러미,2021.11.24,2045104,0,1, 158cm, 49kg,S,['이뻐여!! 회색 샀는데 검은색도 사고싶음!! 핏도 좋고 편해여'],https://image.msscdn.net/data/estimate/2045104_0/gallery_619ddf4909138.jpg.view,1,2,1,2,0,0,0,0,0
마녀챠챠,2021.11.08,2045104,0,1, 158cm, 54kg,M,"['생각보다 엄청 찡기구그럴줄알았는덕 널널하구요', <br/>, '빤쭈라인만 조심하면 이쁘게 입을수있을듯합니다.', <br/>, '추워지는데...  언넝입어야겠어요']",https://image.msscdn.net/data/estimate/2045104_0/gallery_6189188ac55f5.jpg.view,1,2,2,2,0,0,0,0,0
냐냥나야아앙,2021.10.27,2045104,0,1, 162cm, 46kg,S,"['생각보다 목부분이 헐렁해서 그냥 열고 입는게 나을것 같아요! 허리부분은 잘 잡히긴 하는데 약간 떠서...ㅠㅠ', <br/>, '아쉽긴한데 편하게 잘 입을 것 같아요!']",https://image.msscdn.net/data/estimate/2045104_0/gallery_617836d708aa2.jpg.view,1,2,2,2,0,0,0,0,0
뉴비_1ee61612,2021.10.23,2045104,0,1, 161cm, 48kg,S,['동네 마실 나가기 좋은 옷차림이에요. 편하고 좀 얇아요'],https://image.msscdn.net/data/estimate/2045104_0/gallery_61737233023cf.jpg.view,1,2,1,3,0,0,0,0,0
디어아잉,2021.10.11,2045104,0,1, 167cm, 49kg,S,"['이쁘고 편해서 좋아요 ..', <br/>, '검정색이 너무나도 가지고싶네요 .ㅋㅋ']",https://image.msscdn.net/data/estimate/2045104_0/gallery_6163fbae88702.jpg.view,1,2,1,2,0,0,0,0,0
김치우동찌개,2021.09.26,2045104,0,1, 159cm, 45kg,S,['아 짱이뻐요 재질도 부들부들 좋고 검정 사고싶었는데 품절되서 그레이 샀지만 대만족 입니다'],https://image.msscdn.net/data/estimate/2045104_0/gallery_61502c35bf84d.jpg.view,1,2,2,2,0,0,0,0,0
뻔뻐니야,2021.09.26,2045104,0,1, 166cm, 57kg,M,['핵조녜입니다! 허리라인 딱 잡아줘서 엄청 날씬해보이고 길이도 짧지만 엄청 짧은편은 아니어서 다리라인도 예뻐보이고 부담스럽지 않아요~'],https://image.msscdn.net/data/estimate/2045104_0/gallery_614fea64b471e.jpg.view,1,2,2,2,0,0,0,0,0
초가을높은솜사탕,2021.09.25,2045104,0,1, 161cm, 50kg,S,['블랙운 날씬해보일거같고 그레이는 유니크해보여서 고민하다가 블랙이 품절이길래 그레이 샀는데 이쁘네요ㅎㅎ 편한데 핏도 이뻐요'],https://image.msscdn.net/data/estimate/2045104_0/gallery_614f30333ec7d.jpg.view,1,2,2,2,0,0,0,0,0
xoxoxoo,2021.09.18,2045104,0,1, 163cm, 60kg,S,"['블랙 먼저사고 바로 그레이 구매함! 너무 이뻐서', <br/>, '깔별로 소장해야겠다 생각했음', <br/>, '배송은 4일정도로 다른 무신사 브랜드보단 오래 걸리는 편이지만 옷이 넘 이뻐서 괜찮음..', <br/>, '헐렁하게보단 타이트하게 입는 게 더 이쁜 옷인 것 같음', <br/>, '키가 좀 있다싶은 분아니면 사이즈는 s로 추천함!!', <br/>, '그레이 블랙 중 색상 고민하시는 분들께는 블랙을 더 추천드림!! 둘 다 이쁜데 블랙이 더 날씬해보여서♡']",https://image.msscdn.net/data/estimate/2045104_0/gallery_6144cf29b5723.jpg.view,1,2,1,2,0,0,0,0,0
얼굴없는배후자,2021.09.16,2045104,0,1, 164cm, 51kg,S,['예뻐요! 막 으아아 원!피!스! 이런 느낌은 초큼 부담스러워하는 타입이라 ㅋㅋ 이런 캐주얼한 느낌의 원피스 구매해봤는데 만족합니다 뒷쪽 허리부분이 좀 뜨기는 해요 근데 진짜 짱만족합니다 블랙 사고 맘에 들어서 그레이 구매했어요 ㅎㅎ'],https://image.msscdn.net/data/estimate/2045104_0/gallery_6142a0c1a710f.jpg.view,1,2,2,2,0,0,0,0,0
디어아잉,2021.09.01,2045104,0,1, 167cm, 49kg,S,['천이 부드럽고 느낌이 좋구요 집업이라 간편하게 입을수 있어 좋습니다^^ 적당히 핏되어요'],https://image.msscdn.net/data/estimate/2045104_0/gallery_612f2a6bb387e.jpg.view,1,2,1,2,0,0,0,0,0
맛동산개조아,2022.02.24,2045104,0,1, 164cm, 53kg,M,['이뻐용 팔이 쥼 널널하긴 하지만.. s는 너무 꽉껴서 m으로 바꾼겁니당'],,0,2,2,2,0,0,0,0,0
mhejej,2022.02.20,2045104,0,1, 171cm, 58kg,M,['질 좋은 트레이닝원피스에요 사이즈는 따악 맞아요 살 조금 더 찌면 못 입을 것 같지만 그래도 요즘 이런 느낌이 좋아서 만족합니다 단독으로 입는게 제일 예뻐요 검은색도 사고싶지만 품절이라 회색만 품습니다'],,0,2,2,2,0,0,0,0,0
Park jeong,2022.02.17,2045104,0,1, 162cm, 52kg,S,['검정 사고 맘에 들어서 그레이도 샀는데 그레이가 살짝 더 여유있어요!'],,0,2,2,2,0,0,0,0,0
스스로오,2022.02.15,2045104,0,1, 163cm, 54kg,S,['가격대비 품질 좋아여 편하게 막입기 좋은 스타일'],,0,2,2,2,0,0,0,0,0
자나쿠,2022.01.17,2045104,0,1, 163cm, 47kg,M,['살이쪄서 작네요 살빼거나 잘가리고 입어야겠어요'],,0,3,2,2,0,0,0,0,0
엘롯,2021.12.19,2045104,0,1, 167cm, 51kg,S,['키가 있고 어깨랑 엉덩이가 있는편인데도 s가 딱 적당해요. 좀 헐렁하게 입고싶으시면 m 추천합니당'],,0,2,2,2,0,0,0,0,0
starsen,2021.12.10,2045104,0,1, 169cm, 54kg,S,['캐주얼한 원피스 너무 예뻐요 키가 큰 편인데도 길이가 너무 짧지 않아서 좋네용'],,0,2,2,2,0,0,0,0,0
폴리우,2021.11.28,2045104,0,1, 162cm, 45kg,S,['사이즈 잘맞고 날씬해 보이고 너무 좋아요 편하게 입을 서 있어 자주 손이가네요'],,0,2,2,2,0,0,0,0,0
뉴비_a18524cc,2021.11.26,2045104,0,1, 160cm, 47kg,S,['길이랑 핏도 마음에 드는데 중간에 밴딩 위치가 애매해요 좀더 위에있어도 좋읗듯'],,0,2,2,2,0,0,0,0,0
더러미,2021.11.24,2045104,0,1, 158cm, 49kg,S,['이뻐여!! 회색 샀는데 검은색도 사고싶음!! 핏도 좋고 편해여'],,0,2,1,2,0,0,0,0,0
뉴비_2f88b04a72aa,2021.11.21,2045104,0,1, 174cm, 59kg,M,['검정 사서 입다가 너무 이뻐서 이것도 샀어요 역시나 이ㅃㅓ서 마실 다닐때 자주 입어요 히히'],,0,2,2,2,0,0,0,0,0
마녀챠챠,2021.11.08,2045104,0,1, 158cm, 54kg,M,"['후기봤을때 치마가 짧아보여서 걱정했는데', <br/>, '엉디다가려주구 괜찮네유']",,0,2,2,2,0,0,0,0,0
냐냥나야아앙,2021.10.27,2045104,0,1, 162cm, 46kg,S,"['생각보다 목부분이 헐렁해서 그냥 열고 입는게 나을것 같아요! 허리부분은 잘 잡히긴 하는데 약간 떠서...ㅠㅠ', <br/>, '아쉽긴한데 편하게 잘 입을 것 같아요!']",,0,2,2,2,0,0,0,0,0
브론즈_3d4d49ca75b,2021.10.25,2045104,0,1, 175cm, 54kg,S,['편하게 입기 좋고 이쁜데 살짝 짧아요! 그리고 앞이 지퍼 부분이라 화장하고 입어도 화장이 안묻어나서 좋았습니다!'],,0,2,2,1,0,0,0,0,0
순살동물,2021.10.23,2045104,0,1, 161cm, 58kg,S,"['무난하고 데일리로 입기 좋아요.', <br/>, '자주 애용할거 같아요']",,0,2,1,1,0,0,0,0,0
뉴비_1ee61612,2021.10.23,2045104,0,1, 161cm, 48kg,S,['편한데 추리닝 느낌나요. 총장은 161cm 기준 적당해요.'],,0,2,1,3,0,0,0,0,0
디어아잉,2021.09.30,2045104,0,1, 167cm, 49kg,S,['블랙사고싶었는데 품절이라 그레이 또샀어요~ 이뽀'],,0,2,1,2,0,0,0,0,0
김치우동찌개,2021.09.26,2045104,0,1, 159cm, 45kg,S,['아 짱이뻐요 재질도 부들부들 좋고 검정 사고싶었는데 품절되서 그레이 샀지만 대만족 입니다'],,0,2,2,2,0,0,0,0,0
